PROPERTY	STATUS	DESCRIPTION	FILE	LINE	FUNCTION
mlk_poly_compress_d4_c.undefined-shift.4	SUCCESS	shift operand is negative in (signed int)t[(signed long int)7] << 4	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	67	mlk_poly_compress_d4_c
mlk_poly_decompress_d10_c.array_bounds.1	SUCCESS	array 't' upper bound in t[(signed long int)k]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	242	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.array_bounds.2	SUCCESS	array.coeffs dynamic object upper bound in r->coeffs[(signed long int)((unsigned int)4 * j + k)]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	242	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.overflow.1	SUCCESS	arithmetic overflow on unsigned * in (unsigned int)5 * j	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	229	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.overflow.10	SUCCESS	arithmetic overflow on unsigned * in (unsigned int)4 * j	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	242	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.overflow.11	SUCCESS	arithmetic overflow on unsigned + in (unsigned int)4 * j + k	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	242	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.overflow.12	SUCCESS	arithmetic overflow on unsigned + in k + 1u	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	236	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.overflow.13	SUCCESS	arithmetic overflow on unsigned + in j + 1u	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	221	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.overflow.2	SUCCESS	arithmetic overflow on signed shl in (signed int)(uint16_t)base[(signed long int)1] << 8	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.overflow.3	SUCCESS	arithmetic overflow on signed to unsigned type conversion in (uint16_t)(0x3FF & ((signed int)base[(signed long int)0] >> 0 | (signed int)(uint16_t)base[(signed long int)1] << 8))	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.overflow.4	SUCCESS	arithmetic overflow on signed shl in (signed int)(uint16_t)base[(signed long int)2] << 6	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	232	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.overflow.5	SUCCESS	arithmetic overflow on signed to unsigned type conversion in (uint16_t)(0x3FF & ((signed int)base[(signed long int)1] >> 2 | (signed int)(uint16_t)base[(signed long int)2] << 6))	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	232	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.overflow.6	SUCCESS	arithmetic overflow on signed shl in (signed int)(uint16_t)base[(signed long int)3] << 4	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	233	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.overflow.7	SUCCESS	arithmetic overflow on signed to unsigned type conversion in (uint16_t)(0x3FF & ((signed int)base[(signed long int)2] >> 4 | (signed int)(uint16_t)base[(signed long int)3] << 4))	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	233	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.overflow.8	SUCCESS	arithmetic overflow on signed shl in (signed int)(uint16_t)base[(signed long int)4] << 2	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	234	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.overflow.9	SUCCESS	arithmetic overflow on signed to unsigned type conversion in (uint16_t)(0x3FF & ((signed int)base[(signed long int)3] >> 6 | (signed int)(uint16_t)base[(signed long int)4] << 2))	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	234	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.1	SUCCESS	pointer arithmetic: pointer NULL in a + (signed long int)((unsigned int)5 * j)	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	229	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.10	SUCCESS	pointer arithmetic: dead object in base + (signed long int)0	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.11	SUCCESS	pointer arithmetic: pointer outside object bounds in base + (signed long int)0	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.12	SUCCESS	pointer arithmetic: invalid integer address in base + (signed long int)0	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.13	SUCCESS	pointer arithmetic: pointer NULL in base + (signed long int)1	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.14	SUCCESS	pointer arithmetic: pointer invalid in base + (signed long int)1	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.15	SUCCESS	pointer arithmetic: deallocated dynamic object in base + (signed long int)1	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.16	SUCCESS	pointer arithmetic: dead object in base + (signed long int)1	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.17	SUCCESS	pointer arithmetic: pointer outside object bounds in base + (signed long int)1	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.18	SUCCESS	pointer arithmetic: invalid integer address in base + (signed long int)1	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.19	SUCCESS	pointer arithmetic: pointer NULL in base + (signed long int)2	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	232	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.2	SUCCESS	pointer arithmetic: pointer invalid in a + (signed long int)((unsigned int)5 * j)	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	229	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.20	SUCCESS	pointer arithmetic: pointer invalid in base + (signed long int)2	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	232	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.21	SUCCESS	pointer arithmetic: deallocated dynamic object in base + (signed long int)2	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	232	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.22	SUCCESS	pointer arithmetic: dead object in base + (signed long int)2	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	232	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.23	SUCCESS	pointer arithmetic: pointer outside object bounds in base + (signed long int)2	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	232	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.24	SUCCESS	pointer arithmetic: invalid integer address in base + (signed long int)2	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	232	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.25	SUCCESS	pointer arithmetic: pointer NULL in base + (signed long int)3	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	233	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.26	SUCCESS	pointer arithmetic: pointer invalid in base + (signed long int)3	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	233	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.27	SUCCESS	pointer arithmetic: deallocated dynamic object in base + (signed long int)3	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	233	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.28	SUCCESS	pointer arithmetic: dead object in base + (signed long int)3	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	233	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.29	SUCCESS	pointer arithmetic: pointer outside object bounds in base + (signed long int)3	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	233	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.3	SUCCESS	pointer arithmetic: deallocated dynamic object in a + (signed long int)((unsigned int)5 * j)	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	229	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.30	SUCCESS	pointer arithmetic: invalid integer address in base + (signed long int)3	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	233	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.31	SUCCESS	pointer arithmetic: pointer NULL in base + (signed long int)4	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	234	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.32	SUCCESS	pointer arithmetic: pointer invalid in base + (signed long int)4	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	234	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.33	SUCCESS	pointer arithmetic: deallocated dynamic object in base + (signed long int)4	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	234	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.34	SUCCESS	pointer arithmetic: dead object in base + (signed long int)4	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	234	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.35	SUCCESS	pointer arithmetic: pointer outside object bounds in base + (signed long int)4	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	234	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.36	SUCCESS	pointer arithmetic: invalid integer address in base + (signed long int)4	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	234	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.4	SUCCESS	pointer arithmetic: dead object in a + (signed long int)((unsigned int)5 * j)	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	229	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.5	SUCCESS	pointer arithmetic: pointer outside object bounds in a + (signed long int)((unsigned int)5 * j)	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	229	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.6	SUCCESS	pointer arithmetic: invalid integer address in a + (signed long int)((unsigned int)5 * j)	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	229	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.7	SUCCESS	pointer arithmetic: pointer NULL in base + (signed long int)0	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.8	SUCCESS	pointer arithmetic: pointer invalid in base + (signed long int)0	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_arithmetic.9	SUCCESS	pointer arithmetic: deallocated dynamic object in base + (signed long int)0	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.1	SUCCESS	dereference failure: pointer NULL in base[(signed long int)0]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.10	SUCCESS	dereference failure: dead object in base[(signed long int)1]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.11	SUCCESS	dereference failure: pointer outside object bounds in base[(signed long int)1]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.12	SUCCESS	dereference failure: invalid integer address in base[(signed long int)1]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.13	SUCCESS	dereference failure: pointer NULL in base[(signed long int)2]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	232	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.14	SUCCESS	dereference failure: pointer invalid in base[(signed long int)2]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	232	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.15	SUCCESS	dereference failure: deallocated dynamic object in base[(signed long int)2]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	232	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.16	SUCCESS	dereference failure: dead object in base[(signed long int)2]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	232	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.17	SUCCESS	dereference failure: pointer outside object bounds in base[(signed long int)2]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	232	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.18	SUCCESS	dereference failure: invalid integer address in base[(signed long int)2]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	232	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.19	SUCCESS	dereference failure: pointer NULL in base[(signed long int)3]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	233	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.2	SUCCESS	dereference failure: pointer invalid in base[(signed long int)0]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.20	SUCCESS	dereference failure: pointer invalid in base[(signed long int)3]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	233	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.21	SUCCESS	dereference failure: deallocated dynamic object in base[(signed long int)3]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	233	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.22	SUCCESS	dereference failure: dead object in base[(signed long int)3]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	233	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.23	SUCCESS	dereference failure: pointer outside object bounds in base[(signed long int)3]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	233	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.24	SUCCESS	dereference failure: invalid integer address in base[(signed long int)3]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	233	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.25	SUCCESS	dereference failure: pointer NULL in base[(signed long int)4]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	234	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.26	SUCCESS	dereference failure: pointer invalid in base[(signed long int)4]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	234	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.27	SUCCESS	dereference failure: deallocated dynamic object in base[(signed long int)4]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	234	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.28	SUCCESS	dereference failure: dead object in base[(signed long int)4]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	234	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.29	SUCCESS	dereference failure: pointer outside object bounds in base[(signed long int)4]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	234	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.3	SUCCESS	dereference failure: deallocated dynamic object in base[(signed long int)0]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.30	SUCCESS	dereference failure: invalid integer address in base[(signed long int)4]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	234	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.31	SUCCESS	dereference failure: pointer NULL in r->coeffs	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	242	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.32	SUCCESS	dereference failure: pointer invalid in r->coeffs	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	242	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.33	SUCCESS	dereference failure: deallocated dynamic object in r->coeffs	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	242	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.34	SUCCESS	dereference failure: dead object in r->coeffs	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	242	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.35	SUCCESS	dereference failure: pointer outside object bounds in r->coeffs	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	242	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.36	SUCCESS	dereference failure: invalid integer address in r->coeffs	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	242	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.4	SUCCESS	dereference failure: dead object in base[(signed long int)0]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.5	SUCCESS	dereference failure: pointer outside object bounds in base[(signed long int)0]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.6	SUCCESS	dereference failure: invalid integer address in base[(signed long int)0]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.7	SUCCESS	dereference failure: pointer NULL in base[(signed long int)1]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.8	SUCCESS	dereference failure: pointer invalid in base[(signed long int)1]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.pointer_dereference.9	SUCCESS	dereference failure: deallocated dynamic object in base[(signed long int)1]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.undefined-shift.1	SUCCESS	shift operand is negative in (signed int)(uint16_t)base[(signed long int)1] << 8	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	231	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.undefined-shift.2	SUCCESS	shift operand is negative in (signed int)(uint16_t)base[(signed long int)2] << 6	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	232	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.undefined-shift.3	SUCCESS	shift operand is negative in (signed int)(uint16_t)base[(signed long int)3] << 4	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	233	mlk_poly_decompress_d10_c
mlk_poly_decompress_d10_c.undefined-shift.4	SUCCESS	shift operand is negative in (signed int)(uint16_t)base[(signed long int)4] << 2	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	234	mlk_poly_decompress_d10_c
mlk_poly_decompress_d4_c.array_bounds.1	SUCCESS	array.coeffs dynamic object upper bound in r->coeffs[(signed long int)((unsigned int)2 * i + (unsigned int)0)]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	179	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.array_bounds.2	SUCCESS	array.coeffs dynamic object upper bound in r->coeffs[(signed long int)((unsigned int)2 * i + (unsigned int)1)]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	180	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.overflow.1	SUCCESS	arithmetic overflow on signed to unsigned type conversion in (uint8_t)((signed int)a[(signed long int)i] >> 0 & 0xF)	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	179	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.overflow.2	SUCCESS	arithmetic overflow on unsigned * in (unsigned int)2 * i	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	179	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.overflow.3	SUCCESS	arithmetic overflow on signed to unsigned type conversion in (uint8_t)((signed int)a[(signed long int)i] >> 4 & 0xF)	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	180	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.overflow.4	SUCCESS	arithmetic overflow on unsigned * in (unsigned int)2 * i	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	180	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.overflow.5	SUCCESS	arithmetic overflow on unsigned + in (unsigned int)2 * i + (unsigned int)1	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	180	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.overflow.6	SUCCESS	arithmetic overflow on unsigned + in i + 1u	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	173	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.pointer_arithmetic.1	SUCCESS	pointer arithmetic: pointer NULL in a + (signed long int)i	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	179	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.pointer_arithmetic.10	SUCCESS	pointer arithmetic: dead object in a + (signed long int)i	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	180	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.pointer_arithmetic.11	SUCCESS	pointer arithmetic: pointer outside object bounds in a + (signed long int)i	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	180	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.pointer_arithmetic.12	SUCCESS	pointer arithmetic: invalid integer address in a + (signed long int)i	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	180	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.pointer_arithmetic.2	SUCCESS	pointer arithmetic: pointer invalid in a + (signed long int)i	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	179	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.pointer_arithmetic.3	SUCCESS	pointer arithmetic: deallocated dynamic object in a + (signed long int)i	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	179	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.pointer_arithmetic.4	SUCCESS	pointer arithmetic: dead object in a + (signed long int)i	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	179	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.pointer_arithmetic.5	SUCCESS	pointer arithmetic: pointer outside object bounds in a + (signed long int)i	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	179	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.pointer_arithmetic.6	SUCCESS	pointer arithmetic: invalid integer address in a + (signed long int)i	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	179	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.pointer_arithmetic.7	SUCCESS	pointer arithmetic: pointer NULL in a + (signed long int)i	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	180	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.pointer_arithmetic.8	SUCCESS	pointer arithmetic: pointer invalid in a + (signed long int)i	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	180	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.pointer_arithmetic.9	SUCCESS	pointer arithmetic: deallocated dynamic object in a + (signed long int)i	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	180	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.pointer_dereference.1	SUCCESS	dereference failure: pointer NULL in a[(signed long int)i]	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	179	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.pointer_dereference.10	SUCCESS	dereference failure: dead object in r->coeffs	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	179	mlk_poly_decompress_d4_c
mlk_poly_decompress_d4_c.pointer_dereference.11	SUCCESS	dereference failure: pointer outside object bounds in r->coeffs	/home/girish/THESIS-2026/mlkem-native_af4c5abd/mlkem/src/compress.c	179	mlk_poly_decompress_d4_c
